Orthogroup	Cvulgaris	creidhartii
OG0001646	maker_Scaffold_352-augustus-gene-0.86-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.92|1|1|1|13|0|548	CRv4_Au5_s6_g12423_t1
OG0001647	maker_Scaffold_352-augustus-gene-0.90-mRNA-1 protein AED_0.32 eAED_0.34 QI_6|0|0.5|1|0|0|2|0|95	CRv4_Au5_s6_g13001_t1
OG0001648	maker_Scaffold_352-snap-gene-0.111-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|0.85|0.75|1|0.85|0.87|8|0|499	CRv4_Au5_s1_g1105_t1
OG0001649	maker_Scaffold_352-augustus-gene-0.97-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.6|1|1|0.8|5|0|172	CRv4_Au5_s13_g5017_t1
OG0001650	maker_Scaffold_352-augustus-gene-0.92-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.66|0.57|0.85|1|1|7|0|383	CRv4_Au5_s2_g9066_t1
OG0001651	maker_Scaffold_352-augustus-gene-0.94-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.7|0.63|0.90|0.8|0.81|11|0|549	CRv4_Au5_s12_g3094_t1
OG0001652	maker_Scaffold_352-augustus-gene-0.91-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.93|0.88|0.94|1|1|17|0|678	CRv4_Au5_s6_g12796_t1
OG0001653	maker_Scaffold_352-augustus-gene-0.100-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.75|0.55|0.88|1|1|9|0|388	CRv4_Au5_s13_g4514_t1
OG0001654	snap_masked_Scaffold_86-abinit-gene-0.76-mRNA-1 protein AED_0.08 eAED_0.08 QI_316|0.75|0.8|1|0.75|0.8|5|53|220	CRv4_Au5_s12_g3638_t1
OG0001655	genemark_Scaffold_86-abinit-gene-0.32-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.80|0.72|0.90|1|1|22|0|933	CRv4_Au5_s12_g3427_t1
OG0001656	maker_Scaffold_86-augustus-gene-0.118-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|1|1|1|1|4|0|233	CRv4_Au5_s12_g3113_t1
OG0001657	maker_Scaffold_86-augustus-gene-0.117-mRNA-1 protein AED_0.17 eAED_0.17 QI_39|1|0.77|1|1|1|9|0|316	CRv4_Au5_s8_g14815_t1
OG0001658	genemark_Scaffold_86-abinit-gene-0.22-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|0|0|0.33|1|1|3|0|142	CRv4_Au5_s7_g14006_t1
OG0001659	maker_Scaffold_86-augustus-gene-0.121-mRNA-1 protein AED_0.26 eAED_0.28 QI_0|0.8|0.66|1|1|0.83|6|0|228	CRv4_Au5_s7_g14443_t1
OG0001660	maker_Scaffold_82-augustus-gene-0.85-mRNA-1 protein AED_0.01 eAED_0.04 QI_0|1|0.8|1|1|1|5|0|350	CRv4_Au5_s9_g15532_t1
OG0001661	genemark_Scaffold_82-abinit-gene-0.11-mRNA-1 protein AED_0.19 eAED_0.21 QI_0|0|0|0.46|1|1|15|0|2294	CRv4_Au5_s2_g8291_t1
OG0001662	genemark_Scaffold_82-abinit-gene-0.15-mRNA-1 protein AED_0.22 eAED_0.22 QI_7|0.57|0.5|0.86|1|1|22|0|1015	CRv4_Au5_s8_g15012_t1
OG0001663	maker_Scaffold_82-snap-gene-0.95-mRNA-1 protein AED_0.36 eAED_0.36 QI_0|0.9|0.72|0.90|0.8|0.90|11|0|384	CRv4_Au5_s2_g8479_t1
OG0001664	maker_Scaffold_82-snap-gene-0.99-mRNA-1 protein AED_0.39 eAED_0.39 QI_0|0.33|0|1|0.66|0.5|4|0|134	CRv4_Au5_s2_g8445_t1
OG0001665	maker_Scaffold_134-augustus-gene-0.166-mRNA-1 protein AED_0.11 eAED_0.11 QI_33|1|1|1|1|1|5|109|189	CRv4_Au5_s13_g4443_t1
OG0001666	maker_Scaffold_134-augustus-gene-0.159-mRNA-1 protein AED_0.08 eAED_0.08 QI_46|1|1|1|1|1|11|184|551	CRv4_Au5_s12_g3267_t1
OG0001667	genemark_Scaffold_134-abinit-gene-0.50-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.6|0.33|0.83|1|1|6|0|557	CRv4_Au5_s12_g2921_t1
OG0001668	genemark_Scaffold_134-abinit-gene-0.33-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|0|0|1|1|1|4|0|558	CRv4_Au5_s2_g9419_t1
OG0001669	maker_Scaffold_134-augustus-gene-0.167-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0.5|0|0.66|0.5|0.66|3|0|152	CRv4_Au5_s16_g6247_t1
OG0001670	genemark_Scaffold_134-abinit-gene-0.47-mRNA-1 protein AED_0.24 eAED_0.25 QI_0|0.72|0.58|1|1|1|12|0|523	CRv4_Au5_s17_g7160_t1
OG0001671	maker_Scaffold_134-augustus-gene-0.162-mRNA-1 protein AED_0.18 eAED_0.22 QI_0|0.5|0.33|0.55|0.87|0.88|9|0|382	CRv4_Au5_s12_g3889_t1
OG0001672	maker_Scaffold_134-snap-gene-0.196-mRNA-1 protein AED_0.27 eAED_0.28 QI_0|1|0|1|1|1|2|0|142	CRv4_Au5_s12_g3474_t1
OG0001673	maker_Scaffold_134-snap-gene-0.192-mRNA-1 protein AED_0.26 eAED_0.38 QI_0|0.5|0.2|1|0.25|0.2|5|0|271	CRv4_Au5_s11_g2513_t1
OG0001674	maker_Scaffold_134-augustus-gene-0.185-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.5|0.44|0.66|1|1|9|0|561	CRv4_Au5_s17_g7710_t1
OG0001675	augustus_masked_Scaffold_134-abinit-gene-0.11-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.75|0.6|0.8|1|1|5|0|159	CRv4_Au5_s17_g7434_t1
OG0001676	maker_Scaffold_134-augustus-gene-0.184-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.85|1|1|1|7|0|351	CRv4_Au5_s8_g15049_t1
OG0001677	genemark_Scaffold_134-abinit-gene-0.38-mRNA-1 protein AED_0.12 eAED_0.12 QI_6|0.75|0.8|1|1|1|5|0|204	CRv4_Au5_s6_g12746_t1
OG0001678	augustus_masked_Scaffold_134-abinit-gene-0.13-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0.75|1|1|1|4|135|172	CRv4_Au5_s6_g12857_t1
OG0001679	maker_Scaffold_134-augustus-gene-0.182-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.90|0.75|0.91|1|1|12|0|575	CRv4_Au5_s15_g5861_t1
OG0001680	maker_Scaffold_134-augustus-gene-0.176-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.75|0.4|1|1|0.8|5|0|404	CRv4_Au5_s17_g7815_t1
OG0001681	maker_Scaffold_134-augustus-gene-0.180-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|0.69|0.5|0.92|0.84|0.92|14|0|746	CRv4_Au5_s17_g7024_t1
OG0001682	augustus_masked_Scaffold_772-abinit-gene-0.12-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.33|0.25|0.75|1|1|4|0|478	CRv4_Au5_s10_g906_t1
OG0001683	genemark_Scaffold_772-abinit-gene-0.25-mRNA-1 protein AED_0.18 eAED_0.28 QI_0|0.2|0|0.90|1|1|11|0|889	CRv4_Au5_s1_g1268_t1
OG0001684	maker_Scaffold_772-augustus-gene-0.96-mRNA-1 protein AED_0.31 eAED_0.32 QI_0|0.26|0.2|0.5|0.89|0.9|20|0|1651	CRv4_Au5_s8_g14786_t1
OG0001685	maker_Scaffold_772-augustus-gene-0.100-mRNA-1 protein AED_0.24 eAED_0.27 QI_0|0.6|0.5|1|1|1|6|0|350	CRv4_Au5_s2_g9153_t1
OG0001686	maker_Scaffold_558-augustus-gene-0.95-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.83|1|1|1|6|0|407	CRv4_Au5_s3_g10557_t1
OG0001687	maker_Scaffold_558-snap-gene-0.111-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.6|1|1|1|5|0|348	CRv4_Au5_s3_g10579_t1
OG0001688	genemark_Scaffold_558-abinit-gene-0.10-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.83|0.71|0.85|1|1|7|0|606	CRv4_Au5_s6_g13469_t1
OG0001689	maker_Scaffold_558-snap-gene-0.114-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|1|0.8|1|0.75|0.8|5|0|352	CRv4_Au5_s2_g9363_t1
OG0001690	augustus_masked_Scaffold_558-abinit-gene-0.6-mRNA-1 protein AED_0.49 eAED_0.49 QI_0|0|0|0.2|1|1|5|0|172	CRv4_Au5_s3_g10581_t1
OG0001691	maker_Scaffold_84-augustus-gene-0.110-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.85|0.62|0.87|1|0.87|8|0|363	CRv4_Au5_s2_g9017_t1
OG0001692	maker_Scaffold_84-augustus-gene-0.109-mRNA-1 protein AED_0.34 eAED_0.37 QI_0|0.4|0.16|1|1|1|6|0|210	CRv4_Au5_s2_g9464_t1
OG0001693	maker_Scaffold_13-snap-gene-0.175-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|0.81|0.58|1|0.72|0.75|12|0|698	CRv4_Au5_s1_g2007_t1
OG0001694	maker_Scaffold_13-snap-gene-0.172-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|1|0.85|1|0.61|0.78|14|0|578	CRv4_Au5_s11_g2620_t1
OG0001695	maker_Scaffold_13-snap-gene-0.170-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|1|0.71|1|1|1|7|0|434	CRv4_Au5_s1_g1279_t1
OG0001696	maker_Scaffold_13-snap-gene-0.173-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.88|0.7|0.9|1|0.8|10|0|455	CRv4_Au5_s13_g4871_t1
OG0001697	maker_Scaffold_13-snap-gene-0.167-mRNA-1 protein AED_0.16 eAED_0.21 QI_0|0|0.25|1|0|0|4|0|243	CRv4_Au5_s3_g11077_t1
OG0001698	maker_Scaffold_13-snap-gene-0.174-mRNA-1 protein AED_0.13 eAED_0.22 QI_0|0.64|0.6|0.93|0.57|0.6|15|0|572	CRv4_Au5_s10_g579_t1
OG0001699	maker_Scaffold_13-augustus-gene-0.146-mRNA-1 protein AED_0.48 eAED_0.48 QI_0|0.66|0.5|1|0.33|0.5|4|0|111	CRv4_Au5_s8_g14883_t1
OG0001700	maker_Scaffold_13-augustus-gene-0.160-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.66|0.5|1|1|1|4|0|180	CRv4_Au5_s17_g7138_t1
OG0001701	maker_Scaffold_13-augustus-gene-0.161-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.85|0.75|1|1|0.75|8|0|317	CRv4_Au5_s4_g11644_t1
OG0001702	maker_Scaffold_13-augustus-gene-0.157-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.87|0.70|0.94|0.93|0.88|17|0|587	CRv4_Au5_s11_g2516_t1
OG0001703	maker_Scaffold_13-augustus-gene-0.153-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.8|0.83|0.83|1|0.83|6|0|224	CRv4_Au5_s7_g13717_t1
OG0001704	augustus_masked_Scaffold_13-abinit-gene-0.17-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.88|0.81|0.96|1|1|27|0|1179	CRv4_Au5_s12_g2932_t1
OG0001705	maker_Scaffold_13-augustus-gene-0.156-mRNA-1 protein AED_0.10 eAED_0.23 QI_0|0.76|0.85|1|0.84|0.92|14|0|694	CRv4_Au5_s12_g3401_t1
OG0001706	genemark_Scaffold_13-abinit-gene-0.43-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0.37|0.11|0.77|1|1|9|0|472	CRv4_Au5_s12_g3501_t1
OG0001707	maker_Scaffold_118-augustus-gene-0.106-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.75|0.6|0.8|1|1|5|0|488	CRv4_Au5_s2_g8294_t1
OG0001708	maker_Scaffold_118-augustus-gene-0.102-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|0.71|0.5|0.87|0.71|0.62|8|0|694	CRv4_Au5_s6_g13492_t1
OG0001709	maker_Scaffold_118-augustus-gene-0.107-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|0.66|0.25|1|1|1|4|0|223	CRv4_Au5_s13_g4615_t1
OG0001710	snap_masked_Scaffold_118-abinit-gene-0.57-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|-1|0|1|-1|1|1|0|156	CRv4_Au5_s12_g4183_t1
OG0001711	maker_Scaffold_118-augustus-gene-0.114-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.66|0.25|0.75|1|1|4|0|263	CRv4_Au5_s12_g3552_t1
OG0001712	maker_Scaffold_186-augustus-gene-0.114-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|1|0.33|1|1|1|3|0|138	CRv4_Au5_s16_g6348_t1
OG0001713	maker_Scaffold_458-augustus-gene-0.110-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|0|1|1|1|2|0|162	CRv4_Au5_s12_g3393_t1
OG0001714	maker_Scaffold_458-augustus-gene-0.114-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|1|1|1|1|3|0|168	CRv4_Au5_s2_g9645_t1
OG0001715	maker_Scaffold_458-augustus-gene-0.118-mRNA-1 protein AED_0.10 eAED_0.10 QI_4|1|0.88|1|1|1|9|0|499	CRv4_Au5_s1_g1986_t1
OG0001716	maker_Scaffold_458-augustus-gene-0.116-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.66|0.5|0.9|0.88|0.9|10|0|425	CRv4_Au5_s2_g9144_t1
OG0001717	maker_Scaffold_196-augustus-gene-0.100-mRNA-1 protein AED_0.01 eAED_0.01 QI_75|1|1|1|1|1|3|0|56	CRv4_Au5_s5_g12171_t1
OG0001718	maker_Scaffold_196-snap-gene-0.111-mRNA-1 protein AED_0.10 eAED_0.11 QI_0|0.57|0.37|1|0.57|0.5|8|0|634	CRv4_Au5_s12_g3329_t1
OG0001719	maker_Scaffold_196-augustus-gene-0.102-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|1|0.87|1|0.85|0.87|8|0|291	CRv4_Au5_s3_g11271_t1
OG0001720	maker_Scaffold_196-augustus-gene-0.103-mRNA-1 protein AED_0.16 eAED_0.23 QI_0|0.6|0.54|1|0.7|0.81|11|0|570	CRv4_Au5_s12_g3603_t1
OG0001721	augustus_masked_Scaffold_196-abinit-gene-0.12-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|1|0.5|1|1|1|2|0|120	CRv4_Au5_s2_g9172_t1
OG0001722	maker_Scaffold_196-augustus-gene-0.109-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.93|0.81|0.93|1|0.93|16|0|602	CRv4_Au5_s10_g86_t1
OG0001723	maker_Scaffold_196-augustus-gene-0.106-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.77|0.5|1|0.88|0.7|10|0|790	CRv4_Au5_s2_g8523_t1
OG0001724	maker_Scaffold_196-augustus-gene-0.110-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.66|0.25|1|1|1|4|0|255	CRv4_Au5_s17_g7260_t1
OG0001725	maker_Scaffold_149-augustus-gene-0.134-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.6|1|1|1|5|0|191	CRv4_Au5_s4_g11607_t1
OG0001726	maker_Scaffold_149-augustus-gene-0.129-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.81|1|1|1|11|0|670	CRv4_Au5_s11_g2419_t1
OG0001727	maker_Scaffold_149-augustus-gene-0.128-mRNA-1 protein AED_0.11 eAED_0.13 QI_0|1|0.25|1|1|1|4|0|468	CRv4_Au5_s7_g14410_t1
OG0001728	maker_Scaffold_149-augustus-gene-0.125-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.5|0|0.6|1|1|5|0|257	CRv4_Au5_s10_g277_t1
OG0001729	maker_Scaffold_149-snap-gene-0.149-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.33|1|1|0.66|3|0|98	CRv4_Au5_s13_g4421_t1
OG0001730	genemark_Scaffold_149-abinit-gene-0.43-mRNA-1 protein AED_0.25 eAED_0.28 QI_0|0|0|0.66|1|1|6|0|678	CRv4_Au5_s13_g4708_t1
OG0001731	maker_Scaffold_149-augustus-gene-0.132-mRNA-1 protein AED_0.35 eAED_0.35 QI_0|0|0|0.5|0.85|0.75|8|0|307	CRv4_Au5_s16_g6315_t1
OG0001732	maker_Scaffold_149-augustus-gene-0.127-mRNA-1 protein AED_0.46 eAED_0.46 QI_0|0|0|0.62|1|1|8|0|294	CRv4_Au5_s6_g12634_t1
OG0001733	maker_Scaffold_149-augustus-gene-0.142-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.5|1|1|1|4|0|267	CRv4_Au5_s23_g9873_t1
OG0001734	maker_Scaffold_149-augustus-gene-0.137-mRNA-1 protein AED_0.21 eAED_0.22 QI_0|0.75|0.4|0.8|1|1|5|0|244	CRv4_Au5_s13_g4766_t1
OG0001735	maker_Scaffold_149-augustus-gene-0.143-mRNA-1 protein AED_0.34 eAED_0.34 QI_0|0.5|0.2|0.6|1|1|5|0|196	CRv4_Au5_s8_g14832_t1
OG0001736	maker_Scaffold_1280-augustus-gene-0.125-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0.66|1|1|1|3|0|163	CRv4_Au5_s12_g3529_t1
OG0001737	genemark_Scaffold_1280-abinit-gene-0.41-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|0.5|0|0.66|1|1|3|0|396	CRv4_Au5_s14_g5230_t1
OG0001738	maker_Scaffold_1280-augustus-gene-0.117-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|1|1|1|1|1|3|466|189	CRv4_Au5_s56_g12344_t1
OG0001739	maker_Scaffold_1280-snap-gene-0.141-mRNA-1 protein AED_0.11 eAED_0.13 QI_0|0.83|0.69|0.92|0.91|0.92|13|0|810	CRv4_Au5_s2_g9303_t1
OG0001740	maker_Scaffold_1280-augustus-gene-0.124-mRNA-1 protein AED_0.07 eAED_0.08 QI_18|1|0.33|1|1|1|3|0|126	CRv4_Au5_s16_g6728_t1
OG0001741	maker_Scaffold_1280-augustus-gene-0.120-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.78|0.8|1|0.92|0.93|15|0|913	CRv4_Au5_s1_g1648_t1
OG0001742	maker_Scaffold_1280-augustus-gene-0.123-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.75|0.55|0.88|0.87|0.88|9|0|524	CRv4_Au5_s2_g8740_t1
OG0001743	maker_Scaffold_1280-augustus-gene-0.131-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.75|1|1|1|4|0|169	CRv4_Au5_s16_g6446_t1
OG0001744	maker_Scaffold_1280-augustus-gene-0.134-mRNA-1 protein AED_0.17 eAED_0.17 QI_90|0.66|0.25|0.75|1|1|4|0|243	CRv4_Au5_s6_g13597_t1
OG0001745	genemark_Scaffold_1280-abinit-gene-0.26-mRNA-1 protein AED_0.10 eAED_0.14 QI_0|0.62|0.55|1|1|1|9|0|944	CRv4_Au5_s1_g1936_t1
OG0001746	maker_Scaffold_1280-augustus-gene-0.137-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.6|0.16|0.66|1|1|6|0|364	CRv4_Au5_s75_g14616_t1
OG0001747	genemark_Scaffold_1280-abinit-gene-0.38-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0|0|1|1|1|2|0|214	CRv4_Au5_s1_g1180_t1
OG0001748	maker_Scaffold_1280-snap-gene-0.151-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.55|0.3|0.6|0.44|0.3|10|0|567	CRv4_Au5_s9_g15759_t1
OG0001749	augustus_masked_Scaffold_724-abinit-gene-0.14-mRNA-1 protein AED_0.04 eAED_0.04 QI_13|1|0.66|1|1|1|3|0|195	CRv4_Au5_s6_g13523_t1
OG0001750	maker_Scaffold_724-augustus-gene-0.101-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0|0|0.66|1|1|3|0|109	CRv4_Au5_s6_g12667_t1
OG0001751	maker_Scaffold_724-augustus-gene-0.109-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.87|0.77|0.88|1|1|9|0|392	CRv4_Au5_s6_g12399_t1
OG0001752	maker_Scaffold_724-snap-gene-0.120-mRNA-1 protein AED_0.06 eAED_0.06 QI_47|1|0.87|1|1|1|8|0|624	CRv4_Au5_s6_g12397_t1
OG0001753	augustus_masked_Scaffold_724-abinit-gene-0.15-mRNA-1 protein AED_0.14 eAED_0.14 QI_20|0.33|0.5|0.5|1|1|4|0|155	CRv4_Au5_s3_g11363_t1
OG0001754	maker_Scaffold_724-augustus-gene-0.104-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0.62|0.55|0.66|1|1|9|0|458	CRv4_Au5_s6_g12439_t1
OG0001755	augustus_masked_Scaffold_724-abinit-gene-0.13-mRNA-1 protein AED_0.38 eAED_0.38 QI_0|0|0|0.4|1|1|5|0|280	CRv4_Au5_s17_g7086_t1
OG0001756	maker_Scaffold_248-augustus-gene-0.126-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.9|0.81|1|1|1|11|183|507	CRv4_Au5_s17_g7726_t1
OG0001757	maker_Scaffold_248-augustus-gene-0.119-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.33|1|1|1|3|0|113	CRv4_Au5_s11_g2444_t1
OG0001758	genemark_Scaffold_248-abinit-gene-0.22-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.75|0.4|0.8|1|1|5|0|196	CRv4_Au5_s17_g7397_t1
OG0001759	maker_Scaffold_248-augustus-gene-0.122-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.6|0.33|1|0.8|0.66|6|0|542	CRv4_Au5_s7_g14094_t1
OG0001760	maker_Scaffold_248-snap-gene-0.144-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.75|0.4|1|0.5|0.6|5|0|420	CRv4_Au5_s10_g54_t1
OG0001761	maker_Scaffold_248-augustus-gene-0.125-mRNA-1 protein AED_0.16 eAED_0.19 QI_0|0.5|0.2|0.8|1|1|5|0|284	CRv4_Au5_s4_g11664_t1
OG0001762	maker_Scaffold_248-augustus-gene-0.132-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.85|0.75|0.87|1|1|8|0|382	CRv4_Au5_s10_g6_t1
OG0001763	maker_Scaffold_248-augustus-gene-0.131-mRNA-1 protein AED_0.15 eAED_0.16 QI_9|0.8|0.66|1|1|1|6|0|465	CRv4_Au5_s7_g14057_t1
OG0001764	maker_Scaffold_248-snap-gene-0.145-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.66|1|1|0.83|6|0|360	CRv4_Au5_s16_g6557_t1
OG0001765	genemark_Scaffold_248-abinit-gene-0.21-mRNA-1 protein AED_0.19 eAED_0.20 QI_0|0.42|0.26|0.66|1|1|15|0|1112	CRv4_Au5_s13_g5217_t1
OG0001766	maker_Scaffold_248-augustus-gene-0.133-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.33|0.25|0.5|1|1|4|0|242	CRv4_Au5_s16_g6259_t1
OG0001767	maker_Scaffold_451-augustus-gene-0.83-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.6|1|1|0.8|5|0|273	CRv4_Au5_s16_g6187_t1
OG0001768	maker_Scaffold_451-augustus-gene-0.85-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.77|0.6|0.9|1|1|10|0|315	CRv4_Au5_s16_g6371_t1
OG0001769	maker_Scaffold_451-snap-gene-0.99-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.91|0.69|0.92|0.91|0.92|13|0|719	CRv4_Au5_s16_g6323_t1
OG0001770	maker_Scaffold_451-augustus-gene-0.87-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0.55|0.4|0.9|1|1|10|0|651	CRv4_Au5_s7_g14316_t1
OG0001771	maker_Scaffold_451-augustus-gene-0.86-mRNA-1 protein AED_0.14 eAED_0.19 QI_0|0.8|0.63|0.90|1|1|11|0|684	CRv4_Au5_s12_g3643_t1
OG0001772	maker_Scaffold_451-augustus-gene-0.90-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0|0.25|1|1|1|4|0|345	CRv4_Au5_s6_g13250_t1
OG0001773	maker_Scaffold_451-snap-gene-0.95-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0.33|0|0.75|0|0|4|0|174	CRv4_Au5_s9_g15246_t1
OG0001774	augustus_masked_Scaffold_451-abinit-gene-0.4-mRNA-1 protein AED_0.55 eAED_0.55 QI_0|0.66|0.75|0.75|1|1|4|0|100	CRv4_Au5_s1_g1594_t1
OG0001775	maker_Scaffold_477-snap-gene-0.89-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.75|1|1|0.87|8|135|408	CRv4_Au5_s5_g12191_t1
OG0001776	maker_Scaffold_477-snap-gene-0.90-mRNA-1 protein AED_0.03 eAED_0.04 QI_0|0.6|0.33|1|0.6|0.5|6|0|348	CRv4_Au5_s17_g7762_t1
OG0001777	maker_Scaffold_477-snap-gene-0.91-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|0.8|0.72|1|0.7|0.63|11|0|487	CRv4_Au5_s6_g13478_t1
OG0001778	maker_Scaffold_477-snap-gene-0.92-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.28|0.12|0.87|0.42|0.25|8|0|722	CRv4_Au5_s7_g14574_t1
OG0001779	maker_Scaffold_477-augustus-gene-0.85-mRNA-1 protein AED_0.10 eAED_0.11 QI_0|0.70|0.66|0.94|1|1|18|0|646	CRv4_Au5_s10_g118_t1
OG0001780	maker_Scaffold_477-snap-gene-0.95-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|1|1|1|1|1|6|0|422	CRv4_Au5_s62_g13644_t1
OG0001781	augustus_masked_Scaffold_477-abinit-gene-0.6-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|1|0|1|1|1|2|0|212	CRv4_Au5_s13_g4996_t1
OG0001782	maker_Scaffold_477-augustus-gene-0.88-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.58|0.38|0.92|0.91|0.92|13|0|723	CRv4_Au5_s2_g8962_t1
OG0001783	maker_Scaffold_1196-snap-gene-0.104-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.5|0|0.8|0.25|0|5|0|397	CRv4_Au5_s17_g7723_t1
OG0001784	genemark_Scaffold_1196-abinit-gene-0.24-mRNA-1 protein AED_0.47 eAED_0.47 QI_0|0|0|0.5|1|1|2|0|137	CRv4_Au5_s13_g4440_t1
OG0001785	maker_Scaffold_1196-snap-gene-0.111-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|1|0|1|1|1|2|0|233	CRv4_Au5_s12_g3420_t1
OG0001786	genemark_Scaffold_1196-abinit-gene-0.28-mRNA-1 protein AED_0.30 eAED_0.32 QI_0|0|0|0.55|1|1|20|0|1401	CRv4_Au5_s12_g4065_t1
OG0001787	genemark_Scaffold_1196-abinit-gene-0.20-mRNA-1 protein AED_0.34 eAED_0.34 QI_0|0.4|0.33|1|1|1|6|0|321	CRv4_Au5_s1_g1935_t1
OG0001788	genemark_Scaffold_1196-abinit-gene-0.17-mRNA-1 protein AED_0.44 eAED_0.45 QI_0|0.4|0.33|0.83|1|1|6|0|271	CRv4_Au5_s2_g9050_t1
