Orthogroup	creidhartii	Cvulgaris
OG0002122	CRv4_Au5_s6_g12600_t1	maker_Scaffold_807-augustus-gene-0.100-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.87|0.66|1|0.87|0.66|9|0|329
OG0002123	CRv4_Au5_s3_g11136_t1	maker_Scaffold_146-augustus-gene-0.79-mRNA-1 protein AED_0.09 eAED_0.09 QI_9|1|0.6|1|1|0.8|5|0|334
OG0002124	CRv4_Au5_s16_g6695_t1	maker_Scaffold_146-augustus-gene-0.82-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.33|1|1|1|3|0|271
OG0002125	CRv4_Au5_s14_g5410_t1	maker_Scaffold_146-augustus-gene-0.81-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.5|0.2|0.8|1|1|5|0|209
OG0002126	CRv4_Au5_s7_g14588_t1	maker_Scaffold_146-augustus-gene-0.83-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.6|1|1|1|5|0|130
OG0002127	CRv4_Au5_s16_g6637_t1	genemark_Scaffold_146-abinit-gene-0.18-mRNA-1 protein AED_0.18 eAED_0.22 QI_0|0.33|0.3|0.9|1|1|10|0|1125
OG0002128	CRv4_Au5_s2_g8724_t1	augustus_masked_Scaffold_146-abinit-gene-0.6-mRNA-1 protein AED_0.06 eAED_0.07 QI_0|1|0.66|1|1|1|6|0|279
OG0002129	CRv4_Au5_s16_g6726_t1	maker_Scaffold_146-augustus-gene-0.86-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.66|0.28|0.85|1|1|7|0|481
OG0002130	CRv4_Au5_s13_g4310_t1	maker_Scaffold_856-augustus-gene-0.67-mRNA-1 protein AED_0.05 eAED_0.07 QI_0|0.66|0.5|1|0.66|0.5|4|0|331
OG0002131	CRv4_Au5_s12_g3542_t1	genemark_Scaffold_856-abinit-gene-0.13-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.8|0.33|0.83|1|1|6|0|260
OG0002132	CRv4_Au5_s23_g9881_t1	maker_Scaffold_53-augustus-gene-0.92-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.77|1|1|1|9|0|327
OG0002133	CRv4_Au5_s1_g2272_t1	maker_Scaffold_53-snap-gene-0.116-mRNA-1 protein AED_0.10 eAED_0.10 QI_7|0.71|0.62|1|0.85|0.75|8|0|327
OG0002134	CRv4_Au5_s17_g7516_t1	maker_Scaffold_53-snap-gene-0.110-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|1|0.87|1|1|1|8|0|427
OG0002135	CRv4_Au5_s1_g1640_t1	maker_Scaffold_53-augustus-gene-0.95-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0.66|0.57|0.71|1|1|7|0|308
OG0002136	CRv4_Au5_s4_g11694_t1	maker_Scaffold_53-augustus-gene-0.96-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0|0|0.37|1|1|16|0|549
OG0002137	CRv4_Au5_s3_g10755_t1	maker_Scaffold_53-augustus-gene-0.100-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.77|0.8|0.9|1|1|10|0|684
OG0002138	CRv4_Au5_s2_g8651_t1	maker_Scaffold_53-augustus-gene-0.103-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.75|0.2|1|0.75|0.6|5|0|268
OG0002139	CRv4_Au5_s12_g4217_t1	maker_Scaffold_53-snap-gene-0.118-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.8|1|1|1|5|107|327
OG0002140	CRv4_Au5_s3_g11153_t1	maker_Scaffold_117-snap-gene-0.86-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.81|1|1|1|11|0|828
OG0002141	CRv4_Au5_s10_g435_t1	maker_Scaffold_117-augustus-gene-0.80-mRNA-1 protein AED_0.00 eAED_0.00 QI_0|1|0.5|1|1|1|2|0|224
OG0002142	CRv4_Au5_s13_g4565_t1	genemark_Scaffold_117-abinit-gene-0.19-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|0.62|0.55|0.77|1|1|9|0|526
OG0002143	CRv4_Au5_s9_g15588_t1	maker_Scaffold_247-snap-gene-0.108-mRNA-1 protein AED_0.06 eAED_0.09 QI_0|0.33|0|1|0.66|0.5|4|0|327
OG0002144	CRv4_Au5_s12_g2774_t1	maker_Scaffold_247-augustus-gene-0.94-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.25|0|0.6|0.5|0.4|5|0|354
OG0002145	CRv4_Au5_s12_g3499_t1	maker_Scaffold_247-snap-gene-0.115-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.92|0.85|1|0.76|0.78|14|0|788
OG0002146	CRv4_Au5_s2_g9229_t1	maker_Scaffold_247-augustus-gene-0.104-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.83|0.71|1|1|1|7|0|473
OG0002147	CRv4_Au5_s17_g7472_t1	maker_Scaffold_576-snap-gene-0.95-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.66|1|1|1|3|0|152
OG0002148	CRv4_Au5_s2_g9029_t1	maker_Scaffold_576-augustus-gene-0.82-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|0.78|0.6|1|1|1|15|0|823
OG0002149	CRv4_Au5_s2_g8381_t1	maker_Scaffold_576-augustus-gene-0.86-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.5|0.2|1|0.75|0.6|5|0|348
OG0002150	CRv4_Au5_s12_g3836_t1	maker_Scaffold_576-snap-gene-0.97-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|1|0.33|1|0.5|0.33|3|0|282
OG0002151	CRv4_Au5_s3_g10538_t1	maker_Scaffold_576-augustus-gene-0.91-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.5|0.45|0.63|1|1|11|0|348
OG0002152	CRv4_Au5_s6_g12844_t1	genemark_Scaffold_618-abinit-gene-0.8-mRNA-1 protein AED_0.13 eAED_0.15 QI_0|0.2|0|0.5|1|1|6|0|1038
OG0002153	CRv4_Au5_s7_g14032_t1	maker_Scaffold_618-augustus-gene-0.70-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.88|0.9|0.9|1|1|10|34|441
OG0002154	CRv4_Au5_s10_g323_t1	maker_Scaffold_618-augustus-gene-0.68-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.75|0.44|1|0.87|0.66|9|0|660
OG0002155	CRv4_Au5_s5_g12101_t1	maker_Scaffold_618-augustus-gene-0.76-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.75|1|1|1|4|122|194
OG0002156	CRv4_Au5_s12_g3656_t1	maker_Scaffold_618-augustus-gene-0.72-mRNA-1 protein AED_0.24 eAED_0.26 QI_23|0.5|0.42|0.71|0.83|0.57|7|0|353
OG0002157	CRv4_Au5_s17_g7246_t1	maker_Scaffold_1094-snap-gene-0.82-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.75|0.4|0.8|0.75|1|5|0|441
OG0002158	CRv4_Au5_s7_g14203_t1	snap_masked_Scaffold_1094-abinit-gene-0.31-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|-1|0|1|-1|1|1|0|153
OG0002159	CRv4_Au5_s9_g15587_t1	maker_Scaffold_648-augustus-gene-0.87-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|1|0|1|1|0.5|2|0|126
OG0002160	CRv4_Au5_s16_g6069_t1	maker_Scaffold_648-snap-gene-0.95-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|0.33|0.5|1|0.66|0.5|4|0|213
OG0002161	CRv4_Au5_s2_g9264_t1	genemark_Scaffold_648-abinit-gene-0.14-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.14|0|0.75|1|1|8|0|715
OG0002162	CRv4_Au5_s3_g11086_t1	maker_Scaffold_648-snap-gene-0.100-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.85|1|1|1|7|0|441
OG0002163	CRv4_Au5_s2_g8951_t1	maker_Scaffold_648-augustus-gene-0.84-mRNA-1 protein AED_0.06 eAED_0.11 QI_33|1|0.83|1|1|1|6|0|217
OG0002164	CRv4_Au5_s2_g9106_t1	maker_Scaffold_648-augustus-gene-0.82-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.8|1|1|1|5|0|180
OG0002165	CRv4_Au5_s20_g8203_t1	genemark_Scaffold_648-abinit-gene-0.15-mRNA-1 protein AED_0.22 eAED_0.24 QI_0|0|0|1|1|1|3|0|323
OG0002166	CRv4_Au5_s3_g11011_t1	maker_Scaffold_648-augustus-gene-0.92-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.75|1|1|1|4|0|159
OG0002167	CRv4_Au5_s3_g10828_t1	genemark_Scaffold_609-abinit-gene-0.19-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|0.8|1|1|1|5|4|335
OG0002168	CRv4_Au5_s5_g12182_t1	maker_Scaffold_609-augustus-gene-0.69-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|1|1|1|1|1|10|160|429
OG0002169	CRv4_Au5_s13_g5172_t1	maker_Scaffold_609-augustus-gene-0.65-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|0.88|0.8|1|1|1|10|0|446
OG0002170	CRv4_Au5_s9_g15216_t1	maker_Scaffold_609-augustus-gene-0.70-mRNA-1 protein AED_0.44 eAED_0.44 QI_0|0.2|0.18|0.25|0.93|0.93|16|0|1758
OG0002171	CRv4_Au5_s3_g11060_t1	maker_Scaffold_1117-augustus-gene-0.60-mRNA-1 protein AED_0.43 eAED_0.43 QI_0|1|0|1|1|0|2|0|50
OG0002172	CRv4_Au5_s3_g10546_t1	maker_Scaffold_1117-snap-gene-0.73-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.5|1|0.33|0.25|4|0|322
OG0002173	CRv4_Au5_s3_g11293_t1	maker_Scaffold_1117-augustus-gene-0.67-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.8|0.63|0.81|1|1|11|0|363
OG0002174	CRv4_Au5_s3_g11040_t1	maker_Scaffold_1117-augustus-gene-0.64-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.77|0.6|0.9|0.88|0.8|10|0|415
OG0002175	CRv4_Au5_s3_g10658_t1	maker_Scaffold_417-augustus-gene-0.59-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|1|1|1|1|4|0|126
OG0002176	CRv4_Au5_s9_g15787_t1	maker_Scaffold_417-snap-gene-0.67-mRNA-1 protein AED_0.09 eAED_0.15 QI_0|0.57|0.33|0.93|0.64|0.66|15|0|569
OG0002177	CRv4_Au5_s9_g15356_t1	augustus_masked_Scaffold_417-abinit-gene-0.2-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.75|0.4|0.8|1|1|5|0|163
OG0002178	CRv4_Au5_s9_g15814_t1	maker_Scaffold_417-augustus-gene-0.63-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.75|0.8|1|1|1|5|0|423
OG0002179	CRv4_Au5_s10_g285_t1	genemark_Scaffold_417-abinit-gene-0.17-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.83|0.42|1|1|1|7|0|276
OG0002180	CRv4_Au5_s13_g4787_t1	maker_Scaffold_426-snap-gene-0.75-mRNA-1 protein AED_0.08 eAED_0.10 QI_0|0.87|0.66|1|0.75|0.66|9|0|549
OG0002181	CRv4_Au5_s12_g3515_t1	genemark_Scaffold_426-abinit-gene-0.14-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0.52|0.5|0.81|1|1|22|0|1215
OG0002182	CRv4_Au5_s8_g14683_t1	maker_Scaffold_426-augustus-gene-0.73-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.75|0.6|0.8|1|1|5|0|144
OG0002183	CRv4_Au5_s18_g8069_t1	maker_Scaffold_426-augustus-gene-0.74-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.88|1|1|1|9|38|316
OG0002184	CRv4_Au5_s3_g10178_t1	maker_Scaffold_426-snap-gene-0.77-mRNA-1 protein AED_0.08 eAED_0.18 QI_0|0.83|0.69|1|0.58|0.61|13|0|661
OG0002185	CRv4_Au5_s2_g8949_t1	maker_Scaffold_465-augustus-gene-0.66-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.87|0.77|1|1|1|9|0|427
OG0002186	CRv4_Au5_s6_g12800_t1	maker_Scaffold_465-augustus-gene-0.75-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.6|1|1|1|5|0|294
OG0002187	CRv4_Au5_s17_g7363_t1	genemark_Scaffold_465-abinit-gene-0.13-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.5|0.33|0.66|1|1|3|0|224
OG0002188	CRv4_Au5_s11_g2429_t1	maker_Scaffold_465-augustus-gene-0.70-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.75|1|1|0.75|4|0|271
OG0002189	CRv4_Au5_s11_g2479_t1	maker_Scaffold_465-augustus-gene-0.71-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|0.77|0.68|0.96|0.87|0.87|32|0|1712
OG0002190	CRv4_Au5_s13_g4958_t1	genemark_Scaffold_465-abinit-gene-0.15-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.76|0.57|1|1|1|14|0|670
OG0002191	CRv4_Au5_s6_g12905_t1	maker_Scaffold_465-augustus-gene-0.69-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.66|0.25|0.75|0.33|0.25|4|0|127
OG0002192	CRv4_Au5_s9_g15243_t1	maker_Scaffold_436-augustus-gene-0.71-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|0.75|0.6|1|1|1|5|0|171
OG0002193	CRv4_Au5_s8_g15138_t1	snap_masked_Scaffold_436-abinit-gene-0.19-mRNA-1 protein AED_0.52 eAED_0.56 QI_0|-1|0|1|-1|1|1|0|185
OG0002194	CRv4_Au5_s8_g15136_t1	maker_Scaffold_436-snap-gene-0.80-mRNA-1 protein AED_0.32 eAED_0.36 QI_0|0|0|1|0|0|4|0|772
OG0002195	CRv4_Au5_s9_g15653_t1	maker_Scaffold_586-snap-gene-0.75-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.92|0.8|1|0.92|0.93|15|0|703
OG0002196	CRv4_Au5_s12_g3904_t1	genemark_Scaffold_586-abinit-gene-0.15-mRNA-1 protein AED_0.76 eAED_0.76 QI_0|0.5|0|0.66|1|1|3|0|76
OG0002197	CRv4_Au5_s12_g3417_t1	maker_Scaffold_505-augustus-gene-0.85-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.75|1|1|1|4|0|171
OG0002198	CRv4_Au5_s9_g15337_t1	genemark_Scaffold_505-abinit-gene-0.18-mRNA-1 protein AED_0.07 eAED_0.08 QI_0|0.72|0.65|0.95|1|1|23|0|1127
OG0002199	CRv4_Au5_s9_g15385_t1	maker_Scaffold_505-snap-gene-0.99-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.5|1|0.66|0.75|4|0|213
OG0002200	CRv4_Au5_s13_g4637_t1	genemark_Scaffold_505-abinit-gene-0.23-mRNA-1 protein AED_0.15 eAED_0.18 QI_0|0|0|0.75|1|1|4|0|811
OG0002201	CRv4_Au5_s4_g11751_t1	maker_Scaffold_505-snap-gene-0.98-mRNA-1 protein AED_0.16 eAED_0.27 QI_0|0.66|0.5|1|0.66|0.75|4|0|162
OG0002202	CRv4_Au5_s13_g4744_t1	maker_Scaffold_542-augustus-gene-0.70-mRNA-1 protein AED_0.39 eAED_0.39 QI_0|0.3|0.19|0.42|0.95|1|21|0|961
OG0002203	CRv4_Au5_s17_g7607_t1	maker_Scaffold_999-augustus-gene-0.69-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.5|1|1|1|4|0|201
OG0002204	CRv4_Au5_s1_g1123_t1	augustus_masked_Scaffold_999-abinit-gene-0.5-mRNA-1 protein AED_0.16 eAED_0.19 QI_0|0.66|0.5|0.9|1|1|10|0|723
OG0002205	CRv4_Au5_s8_g14927_t1	maker_Scaffold_999-augustus-gene-0.73-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|1|1|1|1|1|5|0|235
OG0002206	CRv4_Au5_s7_g14170_t1	maker_Scaffold_999-snap-gene-0.82-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|0.62|0.33|1|0.5|0.44|9|0|582
OG0002207	CRv4_Au5_s12_g3610_t1	augustus_masked_Scaffold_999-abinit-gene-0.3-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|1|0.75|1|1|1|8|0|329
OG0002208	CRv4_Au5_s6_g13005_t1	genemark_Scaffold_999-abinit-gene-0.18-mRNA-1 protein AED_0.28 eAED_0.31 QI_0|0|0|0.43|1|1|16|0|1007
OG0002209	CRv4_Au5_s8_g14873_t1	genemark_Scaffold_110-abinit-gene-0.9-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|0.62|0.55|0.88|1|1|9|0|304
OG0002210	CRv4_Au5_s1_g1518_t1	snap_masked_Scaffold_110-abinit-gene-0.28-mRNA-1 protein AED_0.74 eAED_0.77 QI_0|0|0|0.5|1|1|2|0|265
OG0002211	CRv4_Au5_s2_g8807_t1	maker_Scaffold_1583-augustus-gene-0.67-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.33|1|1|1|3|0|355
OG0002212	CRv4_Au5_s12_g3361_t1	maker_Scaffold_1583-augustus-gene-0.69-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.8|0.83|0.83|1|1|6|0|157
OG0002213	CRv4_Au5_s7_g14278_t1	maker_Scaffold_137-augustus-gene-0.65-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|1|0.71|1|1|1|7|0|529
OG0002214	CRv4_Au5_s1_g1401_t1	genemark_Scaffold_137-abinit-gene-0.17-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.66|0.56|0.92|1|1|25|0|1039
OG0002215	CRv4_Au5_s13_g4300_t1	maker_Scaffold_582-augustus-gene-0.69-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.75|0.4|1|1|1|5|0|318
OG0002216	CRv4_Au5_s16_g6698_t1	maker_Scaffold_582-augustus-gene-0.72-mRNA-1 protein AED_0.11 eAED_0.14 QI_0|0|0|0.66|1|1|6|0|519
OG0002217	CRv4_Au5_s12_g3470_t1	maker_Scaffold_582-augustus-gene-0.71-mRNA-1 protein AED_0.18 eAED_0.19 QI_0|0.83|0.71|0.85|1|0.85|7|0|307
OG0002218	CRv4_Au5_s5_g11971_t1	maker_Scaffold_582-augustus-gene-0.76-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.6|0.5|0.83|0.8|0.83|6|0|218
OG0002219	CRv4_Au5_s5_g12158_t1	maker_Scaffold_582-augustus-gene-0.73-mRNA-1 protein AED_0.51 eAED_0.51 QI_0|0.14|0.12|0.25|1|1|8|0|405
OG0002220	CRv4_Au5_s16_g6509_t1	genemark_Scaffold_1008-abinit-gene-0.11-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.9|0.81|0.90|1|1|11|0|369
OG0002221	CRv4_Au5_s19_g8197_t1	genemark_Scaffold_1008-abinit-gene-0.15-mRNA-1 protein AED_0.24 eAED_0.25 QI_0|0.27|0.16|0.75|1|1|12|0|506
OG0002222	CRv4_Au5_s3_g11237_t1	maker_Scaffold_1008-snap-gene-0.75-mRNA-1 protein AED_0.15 eAED_0.15 QI_44|0.83|0.71|1|0.83|0.85|7|0|347
OG0002223	CRv4_Au5_s14_g5468_t1	maker_Scaffold_779-snap-gene-0.84-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.33|0.25|1|0.33|0.5|4|0|589
OG0002224	CRv4_Au5_s1_g1056_t1	maker_Scaffold_779-augustus-gene-0.74-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.90|0.75|1|0.81|0.91|12|0|558
OG0002225	CRv4_Au5_s5_g12207_t1	maker_Scaffold_779-augustus-gene-0.76-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0|0|0.53|0.85|0.93|15|0|1088
OG0002226	CRv4_Au5_s10_g892_t1	augustus_masked_Scaffold_779-abinit-gene-0.9-mRNA-1 protein AED_0.52 eAED_0.52 QI_0|0|0|0.5|1|1|2|0|59
OG0002227	CRv4_Au5_s17_g7811_t1	maker_Scaffold_779-augustus-gene-0.81-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0.66|1|0.8|0.83|6|0|360
OG0002228	CRv4_Au5_s1_g2233_t1	maker_Scaffold_779-augustus-gene-0.79-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|1|0.83|1|1|1|6|0|344
OG0002229	CRv4_Au5_s6_g13021_t1	maker_Scaffold_779-augustus-gene-0.78-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.85|0.62|0.87|0.85|0.87|8|0|415
OG0002230	CRv4_Au5_s6_g12504_t1	maker_Scaffold_779-augustus-gene-0.77-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.83|0.57|1|1|1|7|0|573
OG0002231	CRv4_Au5_s16_g6314_t1	maker_Scaffold_359-augustus-gene-0.79-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.8|0.66|0.83|1|1|6|9|518
OG0002232	CRv4_Au5_s7_g14251_t1	maker_Scaffold_359-snap-gene-0.89-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.5|0.4|1|0.5|0.4|5|0|278
OG0002233	CRv4_Au5_s16_g6360_t1	genemark_Scaffold_359-abinit-gene-0.21-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0|0|0.66|1|1|3|0|113
OG0002234	CRv4_Au5_s2_g9105_t1	maker_Scaffold_608-augustus-gene-0.71-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.5|1|1|1|2|0|162
OG0002235	CRv4_Au5_s3_g10779_t1	maker_Scaffold_608-augustus-gene-0.75-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|0.8|0.5|1|0.6|0.5|6|0|257
OG0002236	CRv4_Au5_s3_g10772_t1	genemark_Scaffold_608-abinit-gene-0.23-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.9|0.63|1|1|1|11|0|500
OG0002237	CRv4_Au5_s16_g6621_t1	maker_Scaffold_625-snap-gene-0.80-mRNA-1 protein AED_0.01 eAED_0.03 QI_0|1|0|1|0.5|0.33|3|0|469
OG0002238	CRv4_Au5_s13_g4299_t1	maker_Scaffold_625-augustus-gene-0.71-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.77|0.7|0.9|1|1|10|0|347
OG0002239	CRv4_Au5_s8_g14890_t1	genemark_Scaffold_625-abinit-gene-0.23-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0|0|0.33|1|1|3|0|195
OG0002240	CRv4_Au5_s5_g12127_t1	maker_Scaffold_625-augustus-gene-0.73-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.75|1|1|1|4|0|207
OG0002241	CRv4_Au5_s12_g3833_t1	maker_Scaffold_625-augustus-gene-0.79-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.5|0.45|0.81|0.9|0.90|11|0|507
OG0002242	CRv4_Au5_s15_g5878_t1	genemark_Scaffold_625-abinit-gene-0.21-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.66|0.25|0.75|1|1|4|0|324
OG0002243	CRv4_Au5_s4_g11518_t1	genemark_Scaffold_625-abinit-gene-0.17-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0.78|0.66|0.8|1|1|15|0|1156
OG0002244	CRv4_Au5_s13_g5144_t1	maker_Scaffold_246-augustus-gene-0.91-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|0.5|1|1|1|2|0|185
OG0002245	CRv4_Au5_s7_g14362_t1	maker_Scaffold_246-augustus-gene-0.93-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|0.66|0.57|1|0.66|0.71|7|0|644
OG0002246	CRv4_Au5_s12_g3189_t1	genemark_Scaffold_246-abinit-gene-0.21-mRNA-1 protein AED_0.33 eAED_0.34 QI_0|0|0|0.7|1|1|20|0|1019
OG0002247	CRv4_Au5_s3_g10748_t1	maker_Scaffold_246-snap-gene-0.110-mRNA-1 protein AED_0.04 eAED_0.05 QI_0|0.75|0.4|1|0.25|0|5|0|334
OG0002248	CRv4_Au5_s10_g343_t1	maker_Scaffold_246-augustus-gene-0.99-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.88|1|1|1|17|0|592
OG0002249	CRv4_Au5_s3_g10675_t1	genemark_Scaffold_246-abinit-gene-0.15-mRNA-1 protein AED_0.21 eAED_0.28 QI_0|0.33|0.23|0.76|1|1|13|0|664
OG0002250	CRv4_Au5_s8_g15035_t1	maker_Scaffold_996-snap-gene-0.86-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.33|1|0.5|0.33|3|0|189
OG0002251	CRv4_Au5_s24_g9921_t2	maker_Scaffold_996-augustus-gene-0.80-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.66|1|1|1|3|0|104
OG0002252	CRv4_Au5_s12_g3194_t1	genemark_Scaffold_996-abinit-gene-0.24-mRNA-1 protein AED_0.13 eAED_0.15 QI_0|0.5|0|1|1|1|9|0|830
OG0002253	CRv4_Au5_s2_g8796_t1	augustus_masked_Scaffold_678-abinit-gene-0.12-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.66|0.42|0.85|1|1|7|0|348
OG0002254	CRv4_Au5_s13_g4891_t1	augustus_masked_Scaffold_678-abinit-gene-0.8-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|1|0|1|1|1|2|0|284
OG0002255	CRv4_Au5_s10_g561_t1	genemark_Scaffold_678-abinit-gene-0.16-mRNA-1 protein AED_0.46 eAED_0.46 QI_0|0.14|0.06|0.33|1|1|15|0|921
OG0002256	CRv4_Au5_s1_g1019_t1	maker_Scaffold_678-augustus-gene-0.91-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.44|0.4|0.9|1|1|10|0|547
OG0002257	CRv4_Au5_s10_g824_t1	genemark_Scaffold_678-abinit-gene-0.14-mRNA-1 protein AED_0.19 eAED_0.22 QI_0|0.54|0.41|0.83|1|1|12|0|479
OG0002258	CRv4_Au5_s3_g10558_t1	maker_Scaffold_713-augustus-gene-0.74-mRNA-1 protein AED_0.08 eAED_0.08 QI_13|1|1|1|1|1|4|0|310
OG0002259	CRv4_Au5_s6_g13063_t1	maker_Scaffold_713-augustus-gene-0.75-mRNA-1 protein AED_0.24 eAED_0.25 QI_0|0.75|0.4|0.8|1|1|5|0|262
OG0002260	CRv4_Au5_s1_g1975_t1	maker_Scaffold_713-augustus-gene-0.80-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|0.8|1|1|1|5|0|252
OG0002261	CRv4_Au5_s12_g3362_t1	genemark_Scaffold_713-abinit-gene-0.14-mRNA-1 protein AED_0.06 eAED_0.10 QI_0|0.5|0.28|0.71|1|1|7|0|886
OG0002262	CRv4_Au5_s12_g3412_t1	augustus_masked_Scaffold_713-abinit-gene-0.4-mRNA-1 protein AED_0.38 eAED_0.38 QI_0|1|0.66|1|1|1|6|0|226
OG0002263	CRv4_Au5_s3_g10284_t1	snap_masked_Scaffold_811-abinit-gene-0.50-mRNA-1 protein AED_0.32 eAED_0.37 QI_0|0|0|0.66|1|1|3|0|382
OG0002264	CRv4_Au5_s17_g7459_t1	maker_Scaffold_811-snap-gene-0.80-mRNA-1 protein AED_0.14 eAED_0.34 QI_0|0.55|0.5|1|0.66|0.6|10|0|475
